,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
354,Suntar,100,RU,1621990625,43,62.1444,117.6319,56.73,4.76
355,Dingle,100,PH,1621990626,77,10.9995,122.6711,83.55,3.42
356,Akashi,100,JP,1621990628,51,34.6333,134.9833,70.25,0.81
357,Kampot,100,KH,1621990629,87,10.6167,104.1833,80.65,12.12
358,Ust'-Omchug,100,RU,1621990630,52,61.15,149.6333,45.43,10.45
359,Nauta,28,PE,1621990631,91,-4.5061,-73.5757,72.68,2.15
360,Poya,42,NC,1621990633,49,-21.35,165.15,74.17,8.59
361,Elmina,99,GH,1621990634,87,5.0898,-1.348,79.66,7.14
362,São Filipe,0,CV,1621990635,73,14.8961,-24.4956,74.52,9.46
363,Departamento de Maldonado,4,UY,1621990406,70,-34.6667,-54.9167,56.59,4.45
364,Muhos,17,FI,1621990637,98,64.808,25.9931,44.38,4.9
365,Timrå,90,SE,1621990639,68,62.487,17.3257,51.48,12.66
366,Agüimes,75,ES,1621990640,63,27.9054,-15.4461,63.66,21.85
367,Duncan,1,US,1621990561,69,34.5023,-97.9578,79.05,4.61
368,Catuday,12,PH,1621990642,66,16.2923,119.8062,84.04,1.36
369,Batemans Bay,0,AU,1621990644,37,-35.7167,150.1833,67.1,4.68
370,Gornopravdinsk,100,RU,1621990645,74,60.05,69.9,56.77,7.67
371,Gusinoye Ozero,100,RU,1621990646,67,51.1144,106.2614,52.03,1.59
372,Inverell,78,AU,1621990647,71,-29.7833,151.1167,64.11,5.01
373,Conceição do Araguaia,0,BR,1621990649,65,-8.2578,-49.2647,80.73,1.19
374,Pedasí,100,PA,1621990650,84,7.5333,-80.0333,81.03,9.4
375,Kikwit,58,CD,1621990651,60,-5.041,18.8162,68.85,2.86
376,Vrangel',42,RU,1621990652,65,42.7297,133.0839,54.86,8.16
377,Launceston,40,AU,1621990654,77,-41.45,147.1667,57.61,5.01
378,Tuatapere,90,NZ,1621990655,52,-46.1333,167.6833,49.82,2.3
379,Zhigansk,100,RU,1621990656,52,66.7697,123.3711,52.52,5.1
380,Bilma,0,NE,1621990658,8,18.6853,12.9164,85.41,5.55
381,Coyhaique,90,CL,1621990659,93,-45.5752,-72.0662,33.75,0.0
382,Toamasina,20,MG,1621990660,94,-18.1667,49.3833,66.2,0.0
383,Podor,0,MR,1621990661,33,16.6527,-14.9587,89.55,6.91
384,Anadyr,40,RU,1621990663,57,64.75,177.4833,48.7,24.0
385,Urucará,100,BR,1621990664,81,-2.5364,-57.76,79.25,2.51
386,Sydney,20,AU,1621990450,56,-33.8679,151.2073,69.48,1.01
387,Kalino,99,RU,1621990666,95,58.2504,57.6085,49.91,3.22
388,Cam Ranh,40,VN,1621990668,89,11.9214,109.1591,80.56,1.45
389,Astara,100,AZ,1621990669,95,38.5,48.6667,62.58,3.6
390,Deputatsky,0,RU,1621990671,39,69.3,139.9,48.99,18.68
391,Araouane,100,ML,1621990672,19,18.9048,-3.5265,95.92,6.4
392,Zabid,6,YE,1621990673,71,14.1951,43.3152,84.92,0.58
393,Kazachinskoye,93,RU,1621990674,39,57.6953,93.2761,46.89,9.98
394,Palma del Río,0,ES,1621990676,54,37.7002,-5.2812,68.07,3.42
395,Jobner,13,IN,1621990677,37,26.9667,75.3833,83.62,4.65
396,Okha,100,RU,1621990678,76,53.5739,142.9478,39.36,9.48
397,Jizan,3,SA,1621990679,46,17.3333,42.6667,88.74,1.99
398,San Quintín,58,MX,1621990681,69,30.4833,-115.95,66.22,8.46
399,Sühbaatar,85,MN,1621990682,50,50.2314,106.2078,56.44,6.67
400,Ubari,2,LY,1621990683,11,26.5921,12.7805,86.94,8.16
401,Bogorodskoye,92,RU,1621990684,83,56.55,37.8833,48.11,3.87
402,Pauini,100,BR,1621990686,79,-7.7136,-66.9764,77.83,1.59
403,Mlowo,5,TZ,1621990687,93,-9.0,32.9833,49.23,3.71
404,Aswān,0,EG,1621990688,16,24.0934,32.907,81.9,8.79
405,Aquiraz,20,BR,1621990689,84,-3.9014,-38.3911,80.69,8.46
406,Tautira,100,PF,1621990691,73,-17.7333,-149.15,82.42,4.61
407,Waslala,100,NI,1621990692,96,13.2333,-85.3833,73.02,2.89
408,Kosino,96,RU,1621990693,85,58.4127,51.2782,49.37,5.95
409,Srednekolymsk,100,RU,1621990694,47,67.45,153.6833,54.84,20.42
410,San Rafael,10,AR,1621990696,45,-34.6177,-68.3301,55.26,6.29
411,Bariloche,75,AR,1621990595,81,-41.1456,-71.3082,46.15,10.04
412,La Ronge,20,CA,1621990698,36,55.1001,-105.2842,44.85,13.8
413,Coahuayana Viejo,100,MX,1621990699,62,18.7333,-103.6833,80.74,4.83
414,Martapura,0,ID,1621990701,83,-3.4167,114.85,80.69,2.06
415,Cabedelo,50,BR,1621990473,85,-6.9811,-34.8339,75.87,10.83
416,Samoylovka,7,RU,1621990703,85,51.184,43.7081,52.3,7.96
417,Ahipara,83,NZ,1621990704,62,-35.1667,173.1667,60.49,10.25
418,Lincoln,100,US,1621990561,100,40.8,-96.667,86.07,1.01
419,Manggar,24,ID,1621990707,70,-2.8833,108.2667,85.98,10.6
420,Kattivākkam,62,IN,1621990708,74,13.2167,80.3167,83.07,17.16
421,Fomboni,6,KM,1621990709,67,-12.28,43.7425,78.8,15.23
422,Bojnourd,40,IR,1621990710,63,37.4747,57.329,66.15,0.0
423,Baní,15,DO,1621990508,81,18.2833,-70.3333,78.75,10.18
424,Carutapera,7,BR,1621990713,85,-1.195,-46.02,78.08,7.45
425,Watsa,26,CD,1621990714,98,3.0372,29.5355,63.05,1.52
426,Denpasar,40,ID,1621990456,84,-8.65,115.2167,83.86,9.44
427,Den Helder,90,NL,1621990716,88,52.9599,4.7593,49.98,10.36
428,Wiarton,75,CA,1621990717,53,44.7407,-81.1332,75.65,12.66
429,Skibbereen,100,IE,1621990719,86,51.55,-9.2667,48.0,4.12
430,Usinsk,100,RU,1621990720,69,65.9939,57.5281,32.2,16.8
431,Barra de Tecoanapa,98,MX,1621990721,57,16.5167,-98.75,84.76,7.94
432,Oparino,100,RU,1621990723,86,59.8518,48.2783,44.76,7.76
433,Monterey,12,US,1621990724,31,36.2505,-121.2516,79.72,16.4
434,João Monlevade,100,BR,1621990725,97,-19.81,-43.1736,63.1,1.88
435,Uray,100,RU,1621990726,77,60.1247,64.7758,56.21,1.63
436,Mangai,40,CD,1621990728,65,-4.05,19.5333,69.04,2.3
437,Mpongwe,0,ZM,1621990729,77,-13.5091,28.155,48.63,5.17
438,Hudiksvall,100,SE,1621990730,87,61.729,17.1036,43.52,10.98
439,Northam,22,GB,1621990731,93,51.0333,-4.2167,48.65,7.45
440,Bongandanga,63,CD,1621990733,91,1.5,21.05,71.76,0.49
441,La Peca,21,PE,1621990734,90,-5.6111,-78.435,67.73,3.87
442,Umluj,0,SA,1621990735,58,25.0213,37.2685,82.44,9.86
443,Okhotsk,63,RU,1621990736,51,59.3833,143.3,50.81,7.47
444,Ulaangom,100,MN,1621990738,41,49.9811,92.0667,63.93,3.42
445,Omboué,99,GA,1621990739,94,-1.5746,9.2618,77.4,6.51
446,Grootfontein,0,NA,1621990513,81,-19.5667,18.1167,42.37,3.44
447,Toba,100,JP,1621990741,61,34.4833,136.85,72.01,4.0
448,Romny,10,UA,1621990742,93,50.751,33.4747,54.63,7.36
449,Santarém,0,BR,1621990744,100,-2.4431,-54.7083,77.13,0.0
450,Mazagão,59,BR,1621990745,92,-0.115,-51.2894,75.11,3.4
451,Rafai,53,CF,1621990746,95,4.95,23.9167,68.68,1.36
452,Farnes,100,NO,1621990748,96,61.3167,7.8,44.19,4.59
453,Baykit,100,RU,1621990749,69,61.67,96.37,32.52,9.73
454,Ucluelet,100,CA,1621990750,78,48.9329,-125.5528,65.05,1.01
455,Fairbanks,17,US,1621990751,31,64.8378,-147.7164,68.59,1.01
456,Kruisfontein,78,ZA,1621990753,93,-34.0033,24.7314,53.89,4.88
457,Casper,26,US,1621990754,24,42.8666,-106.3131,70.81,3.0
458,Nyurba,100,RU,1621990755,48,63.2842,118.3319,55.29,4.56
459,Sasovo,99,RU,1621990756,73,54.3537,41.9199,50.16,2.95
460,Kilindoni,18,TZ,1621990758,67,-7.9139,39.6668,78.85,16.98
461,Nanton,100,CA,1621990759,65,50.3501,-113.7687,50.36,4.38
462,Muzhi,100,RU,1621990760,90,65.3667,64.6667,40.19,11.65
463,Port Hardy,90,CA,1621990762,66,50.6996,-127.4199,51.98,8.05
464,Tevriz,100,RU,1621990763,84,57.509,72.4042,59.11,5.35
465,Ancud,100,CL,1621990764,94,-41.8697,-73.8203,55.42,15.28
466,Chake Chake,97,TZ,1621990765,72,-5.2459,39.7666,76.96,12.68
467,Maniitsoq,13,GL,1621990767,75,65.4167,-52.9,31.35,15.7
468,Geraldton,100,AU,1621990768,62,-28.7667,114.6,56.12,18.07
469,Drummondville,99,CA,1621990567,93,45.8834,-72.4824,76.12,11.39
470,Muzaffarabad,0,PK,1621990770,51,34.37,73.4711,66.96,6.58
471,La Seyne-sur-Mer,0,FR,1621990771,65,43.0982,5.8847,62.55,3.0
472,Témiscaming,18,CA,1621990773,68,46.7212,-79.0971,72.95,5.75
473,Agadez,0,NE,1621990774,7,19.75,10.25,83.46,6.44
474,Collie,100,AU,1621990775,68,-33.3667,116.15,52.79,5.95
475,Verkhniye Sergi,96,RU,1621990777,91,56.6469,59.5556,49.42,11.41
476,Havre-St-Pierre,90,CA,1621990774,93,50.2334,-63.5986,46.99,9.22
477,Codrington,69,AU,1621990779,62,-38.2667,141.9667,55.4,19.22
478,Mirny,88,RU,1621990780,54,62.5353,113.9611,51.93,7.47
479,São Raimundo das Mangabeiras,7,BR,1621990781,48,-7.0219,-45.4811,75.63,2.08
480,Kaseda-shirakame,100,JP,1621990783,52,31.4167,130.3167,65.43,4.09
481,Ajdabiya,0,LY,1621990784,19,30.7554,20.2263,77.63,7.85
482,Coburg,100,DE,1621990785,89,50.2667,10.9667,47.98,1.01
483,Moerai,35,PF,1621990786,80,-22.4333,-151.3333,78.67,6.78
484,Anakapalle,100,IN,1621990788,44,17.6833,83.0167,84.15,7.52
485,Sabha,0,LY,1621990789,12,27.0377,14.4283,86.05,10.22
486,Siilinjärvi,0,FI,1621990790,87,63.0833,27.6667,42.82,4.72
487,Mar del Plata,0,AR,1621990791,63,-38.0023,-57.5575,49.08,10.0
488,Karapyshi,11,UA,1621990793,93,49.6424,30.79,53.96,7.0
489,Vestmanna,20,FO,1621990794,93,62.1564,-7.1664,45.52,10.92
490,Puerto Colombia,100,CO,1621990795,86,10.9878,-74.9547,82.49,24.67
491,Kasungu,0,MW,1621990797,80,-13.0333,33.4833,49.46,2.98
492,Lagoa,100,PT,1621990798,90,39.05,-27.9833,63.59,18.12
493,Keflavik,40,IS,1621990799,76,64.0049,-22.5624,46.83,25.32
494,Eureka,2,US,1621990737,73,40.8021,-124.1637,66.74,8.99
495,La Libertad,60,EC,1621990803,85,-2.2333,-80.9,72.79,7.47
496,Atasū,0,KZ,1621990806,39,48.6814,71.6433,72.34,5.59
497,Abu Samrah,0,SY,1621990807,42,35.3029,37.1841,69.31,5.84
498,Buritizeiro,27,BR,1621990809,61,-17.3511,-44.9622,75.43,2.93
499,Neepawa,100,CA,1621990811,75,50.2289,-99.4664,39.81,21.14
500,Zaoyang,100,CN,1621990812,82,32.1272,112.7542,65.98,5.32
501,Mattru,100,SL,1621990814,97,7.6244,-11.8332,75.51,2.48
502,Bosaso,23,SO,1621990815,61,11.2842,49.1816,86.79,3.27
503,Arrondissement d'Arcachon,0,FR,1621990816,87,44.5875,-1.0519,48.52,0.0
504,Saint-Augustin,100,CA,1621990818,65,51.226,-58.6502,47.16,12.01
505,Meulaboh,96,ID,1621990819,78,4.1363,96.1285,80.2,4.41
506,Beringovskiy,100,RU,1621990820,98,63.05,179.3167,32.67,7.2
507,Weligama,100,LK,1621990822,86,5.9667,80.4167,79.93,16.08
508,Norsup,100,VU,1621990823,50,-16.0667,167.3833,78.19,5.82
509,Fukuechō,100,JP,1621990824,52,32.6881,128.8419,67.51,6.11
510,Mana,89,GF,1621990826,92,5.6592,-53.7767,78.26,6.4
511,Gamba,49,GA,1621990827,94,-2.65,10.0,77.18,4.23
512,Banjar,30,ID,1621990828,72,-8.19,114.9675,84.06,0.63
513,Santa Fe,0,AR,1621990657,78,-31.6333,-60.7,57.97,1.01
514,Hirtshals,100,DK,1621990830,94,57.5881,9.9592,49.86,25.72
515,Saint-François,0,FR,1621990832,88,46.4154,3.9054,46.67,5.75
516,Yenagoa,100,NG,1621990833,95,4.9247,6.2642,76.41,4.5
517,Santa Isabel,77,BR,1621990834,73,-23.3156,-46.2214,60.49,1.43
518,North Battleford,1,CA,1621990807,49,52.7834,-108.2847,48.2,10.36
519,Lyman,60,UA,1621990626,77,48.9884,37.8023,57.76,3.98
520,Waingapu,8,ID,1621990838,70,-9.6567,120.2641,82.6,13.38
521,Salalah,66,OM,1621990839,80,17.0151,54.0924,78.4,5.01
522,Aklavik,100,CA,1621990840,70,68.2191,-135.0107,37.65,7.74
523,Penzance,100,GB,1621990841,93,50.1186,-5.5371,49.21,8.59
524,Cap Malheureux,6,MU,1621990843,81,-19.9842,57.6142,70.47,3.0
525,Assiut,0,EG,1621990844,25,27.181,31.1837,78.19,7.09
526,Boddam,100,GB,1621990845,92,57.4667,-1.7833,48.58,17.69
527,Maningrida,100,AU,1621990846,58,-12.0667,134.2667,81.59,12.39
528,Langxiang,62,CN,1621990848,23,46.95,128.8833,61.29,7.65
529,Oudtshoorn,98,ZA,1621990849,78,-33.5907,22.2014,58.08,2.64
530,Mackay,46,AU,1621990722,78,-21.15,149.2,78.67,8.05
531,Swift Current,100,CA,1621990805,81,50.2834,-107.8014,44.02,9.06
532,Newport,4,GB,1621990627,88,51.5877,-2.9984,48.85,6.55
533,Lapeer,1,US,1621990853,41,43.0514,-83.3188,82.27,9.22
534,Perth,0,AU,1621990690,80,-31.9333,115.8333,56.26,11.95
535,Makakilo City,90,US,1621990856,66,21.3469,-158.0858,82.69,5.01
536,Tomohon,99,ID,1621990857,71,1.3346,124.8392,76.14,2.68
537,Rassvet,13,RU,1621990858,94,46.8333,40.75,59.25,2.24
538,Kerema,99,PG,1621990859,76,-7.9631,145.7785,80.69,7.63
539,Olafsvik,89,IS,1621990633,79,64.8945,-23.7142,46.58,17.65
540,Asău,6,RO,1621990862,100,46.4333,26.4,59.76,4.72
541,Forssa,100,FI,1621990863,83,60.8146,23.6215,50.43,10.69
542,Little Current,100,CA,1621990864,94,45.9793,-81.9248,61.41,6.73
543,Uttaradit,86,TH,1621990866,76,17.6667,100.5,79.23,0.67
544,Avera,99,US,1621990867,45,33.194,-82.5271,81.75,7.45
545,Biloela,0,AU,1621990813,45,-24.4167,150.5,73.54,1.61
546,Abu Kamal,0,SY,1621990869,30,34.4506,40.9171,79.45,17.98
547,Sørland,0,NO,1621990870,75,67.667,12.6934,43.14,22.91
548,Faya,34,SA,1621990872,41,18.3851,42.4509,68.36,4.25
549,Dabwāli,0,IN,1621990873,21,29.95,74.7333,88.56,2.55
550,Micheweni,91,TZ,1621990874,74,-4.9667,39.8333,77.49,14.72
551,Taoudenni,100,ML,1621990876,17,22.6783,-3.9836,97.27,11.12
552,Harare,0,ZW,1621990877,67,-17.8294,31.0539,30.65,4.81
553,Port Blair,89,IN,1621990878,82,11.6667,92.75,83.44,21.77
554,Pacific Grove,34,US,1621990879,76,36.6177,-121.9166,75.61,1.99
555,Tibati,100,CM,1621990881,92,6.4667,12.6333,69.37,0.87
556,Abu Dhabi,0,AE,1621990738,29,24.4667,54.3667,93.31,10.65
557,Songyang,100,CN,1621990820,47,34.4553,113.0281,73.58,7.23
558,Yerbogachën,97,RU,1621990884,52,61.2767,108.0108,40.66,6.51
559,Lompoc,100,US,1621990885,74,34.6391,-120.4579,80.56,28.01
560,Laurel,1,US,1621990716,82,39.0993,-76.8483,75.69,1.99
561,Vigrestad,100,NO,1621990888,79,58.5667,5.7,53.96,9.75
562,Bubaque,93,GW,1621990889,73,11.2833,-15.8333,78.93,4.34
563,Avanigadda,99,IN,1621990638,48,16.0215,80.9181,78.94,9.37
564,Swan Hill,28,AU,1621990792,60,-35.3378,143.5544,57.47,12.8
565,Hobyo,75,SO,1621990892,80,5.3505,48.5268,78.19,20.24
566,Padina,100,RS,1621990894,82,45.1181,20.7272,55.76,7.7
567,Dvorichna,100,UA,1621990895,79,49.8496,37.6857,55.89,4.09
568,Okolona,1,US,1621990896,52,38.1412,-85.6877,82.65,5.75
569,Dom Pedrito,0,BR,1621990880,86,-30.9828,-54.6731,48.97,2.19
570,Mawlaik,100,MM,1621990898,89,23.6333,94.4167,79.18,1.48
571,Dunedin,100,NZ,1621990779,50,-45.8742,170.5036,52.81,5.01
572,Cantaura,100,VE,1621990901,56,9.3057,-64.3584,81.34,8.19
573,Río Gallegos,30,AR,1621990902,76,-51.6226,-69.2181,35.87,21.03
574,Waipawa,38,NZ,1621990903,60,-41.4122,175.5153,53.46,8.52
575,Virginia Beach,25,US,1621990653,88,36.8529,-75.978,75.42,11.61
576,Tual,100,ID,1621990906,76,-5.6667,132.75,82.04,22.75
577,Praia,0,CV,1621990907,78,14.9215,-23.5087,72.14,12.66
578,Mnogovershinnyy,100,RU,1621990908,75,53.9353,139.9242,39.31,3.62
579,Marzuq,79,YE,1621990909,53,14.4,46.4667,76.57,4.23
580,Ürümqi,0,CN,1621990763,23,43.801,87.6005,72.55,4.16
581,Mount Gambier,94,AU,1621990912,65,-37.8333,140.7667,54.09,11.34
582,Ratnagiri,89,IN,1621990913,79,16.9833,73.3,82.35,11.74
583,Yerofey Pavlovich,100,RU,1621990914,70,53.9667,121.9667,48.76,2.21
584,Nizhnevartovsk,75,RU,1621990916,71,60.9344,76.5531,48.22,8.95
585,Evensk,100,RU,1621990917,94,61.95,159.2333,38.95,20.76
586,Front Royal,1,US,1621990918,81,38.9182,-78.1944,75.45,3.44
587,Maceió,75,BR,1621990795,94,-9.6658,-35.7353,76.44,12.44
588,Yei,26,SS,1621990920,84,4.095,30.6779,68.76,4.18
589,Padang,94,ID,1621990922,79,-0.9492,100.3543,81.86,2.66
590,Roald,20,NO,1621990923,87,62.5833,6.1333,52.16,19.57
591,Lloydminster,100,CA,1621990865,43,53.2835,-110.0016,50.09,6.35
592,Kasama,5,ZM,1621990925,96,-10.2129,31.1808,49.53,3.87
